system,user,assistant
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Need Data Entry Typist immediately. Earn 20,000 per week working just 2 hours a day from mobile. Instant offer letter upon registration on bit.ly/google-remote-2024.","Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Need Data Entry Typist immediately. Earn 20,000 per week working just 2 hours a day from mobile. Instant offer letter upon registration on tinyurl.com/amazon-wfh-job.","Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Final Hours: 60% OFF Full Stack Job Guarantee Bootcamp! Use coupon CODE: FAANG40 before 11:59 PM tonight. Guaranteed interview calls at top product companies. Secure your seat at tcs-careers-portal.in/register before price increases.,Classification: Fake. Red Flags: Commercial course marketing spam; Unrealistic job placement claims; High pressure sales urgency.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct opening: DevOps / SRE Engineer at CloudVerve Systems (Visakhapatnam). Tech: Prometheus, Grafana. Package: 12-22 LPA. Send your profile to recruitment@cloudverve.com or apply at https://cloudverve.freshteam.com/jobs.",Classification: Real. Red Flags: None. Uses official career portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Coimbatore. Salary 32,000/month. Pay ₹450 for online application form at forms.gle/9xJ82kLaPqZ81.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Part-time online job for students and housewives. Earn 3000 to 8000 INR per day by just completing simple crypto affiliate click tasks. No experience needed. Join Telegram channel forms.gle/9xJ82kLaPqZ81 to start now.,Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Get Your FREE Session Now. Hey Candidate, Still wondering if mentorship is worth it? Claim your Free 1:1 Trial Session with a real industry expert. Career roadmap, resume feedback, and mock interview prep. Only a few trial slots are left — and they're going fast. Claim Your Free Trial Session Now at tinyurl.com/amazon-wfh-job.",Classification: Fake. Red Flags: High pressure sales funnel; Fake scarcity ('slots going fast'); Lead generation marketing spam.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgently hiring Financial Analyst for PulseRetail India Ltd in Bangalore. Role covers Budgeting, variance analysis, financial modeling, MIS dashboards, working capital. CTC: 6-11 LPA. Please send your updated resume to careers@pulseretail.in.",Classification: Real. Red Flags: None. The posting follows professional standards with an official domain-based portal link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Need SMS Dispatcher immediately. Earn 80k monthly working just 2 hours a day from mobile. Instant offer letter upon registration on t.me/AmazonReviewJobs.,"Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct Walk-in Interview for Performance Marketing Specialist at OmniCloud Innovations, Trivandrum. Office Address: Building 3, Mindspace IT Park, Sector 29, Trivandrum. Timing: 10:00 AM onwards. Standard HR and managerial evaluation rounds.","Classification: Real. Red Flags: None. The organization is a typical corporate structure, and the communication follows standard hiring patterns."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct opening: Backend Engineer (Python/FastAPI) at Apex Infotech Solutions (Jaipur). Tech: PostgreSQL, Python 3.11. Package: 8-15 LPA. Send your profile to recruitment@apexinfotech.co.in or apply at https://apexinfotech.co.in/current-openings.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: We are hiring Remote Executives for Flipkart. Salary 12 LPA. Transfer 750 INR as interview seat reservation fee to get official appointment letter immediately.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Wanted Sales Manager for Reliance Retail. Candidates must have 3 years exp. Competitive salary. Apply on our official portal at careers.relianceretail.com,Classification: Real. Red Flags: None. Uses official corporate domain and legitimate hiring process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Walk-in drive for Backend Engineer (Python/FastAPI) at NovaFin Services India. Location: Building 9, Mindspace IT Park, Sector 29, Mumbai. Experience: 2-5 yrs. Salary: 8-15 LPA. Date: Saturday 10 AM to 4 PM. Bring 2 copies of resume and ID proof.",Classification: Real. Red Flags: None. The posting follows professional standards with an official domain-based portal link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Need SMS Dispatcher immediately. Earn 80k monthly working just 2 hours a day from mobile. Instant offer letter upon registration on https://skillinfytech.com/#apply-now.,"Classification: Fake. Red Flags: Unrealistically high salary; No interview required / guaranteed job offer; Suspicious, non-official registration link."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Notification: Application Update on Data Engineering Master Program. Guaranteed placement support with 15 LPA CTC. Course enrollment fee: ₹65,000 + GST. Click to talk to our career counsellor and claim scholarship: t.me/AmazonReviewJobs.",Classification: Fake. Red Flags: Expensive commercial course disguised as job application update; Exaggerated salary promises.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Delhi NCR. Salary 32,000/month. Pay ₹1100 for online application form at t.me/OnlineTask_DailyPayout.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Data Analyst role at Genpact. Competitive package. Apply through official portal link only.,Classification: Real. Red Flags: None.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct opening: QA Automation Engineer at RazorEdge Labs India (Gurgaon). Tech: Selenium, CI/CD. Package: 5-10 LPA. Send your profile to recruitment@razoredgelabs.io or apply at https://boards.greenhouse.io/razoredge.",Classification: Real. Red Flags: None. Uses official career portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Operations Intern at Vortex Media Labs (Kochi / Remote). Requirements: Data verification, partner onboarding, customer issue resolution. Duration: 3 months. Stipend: INR 10,000 - 15,000 /month. Apply on Internshala or via https://jobs.lever.co/vortexmedialabs.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Full-time Frontend Developer opening at QuantumByte Solutions (Surat / Hybrid). Exp: 1-3 yrs. Tech: React.js, TypeScript. Salary: 3.5-7 LPA. Apply via our official careers board: https://careers.quantumbyte.co.",Classification: Real. Red Flags: None. The job requirements and application portal are standard for this level of role.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Part-time online job for students and housewives. Earn 2,500 - 5,000 daily by just rating 5-star reviews for hotels on Google Maps. No experience needed. Join Telegram channel tinyurl.com/amazon-wfh-job to start now.",Classification: Fake. Red Flags: Unrealistically high daily wage; Suspicious hiring channel (Telegram); Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Simple MS Word typing job from home. Earn 80k monthly. No qualifications needed, 10th pass eligible. Immediate joining without any interview. Apply at naukri-job-portal.top.",Classification: Fake. Red Flags: Unrealistically high salary; No interview required; Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Open position for Data Engineer at Skyline Infosec India (Gurugram / Hybrid). Min 3-6 yrs experience with Snowflake, dbt. Competitive salary (12-22 LPA). Send CV or apply at https://boards.greenhouse.io/skylineinfosec.",Classification: Real. Red Flags: None. Uses official career portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Hiring for Backend Engineer at Adobe, Noida. Process involves three technical rounds and HR round. Applications accepted only via careers.adobe.com.",Classification: Real. Red Flags: None.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Recruitment Specialist, Wipro Limited. Walk-in interview this weekend. Interested candidates bring government ID and resume.",Classification: Real. Red Flags: None.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Internship with mentorship program. Duration 3 months. No salary as the learning value is huge. Mandatory commitment.,Classification: Fake. Red Flags: Unpaid role disguised as an opportunity with predatory requirements.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Urgent opening for Assistant Manager at Cognizant in Bhopal. CTC: 7.5 LPA. Send your resume to no-reply@propeers.in. Offer letter released within 24 hours without interview.,Classification: Fake. Red Flags: Unknown organization email; Suspicious organization domain; No interview required / guaranteed job offer.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Part-time assistant needed. Weekly payment of 50,000. Start immediately without resume.",Classification: Fake. Red Flags: Unrealistically high salary; No interview required; No formal selection process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Selected for Back Office Executive role at Zepto. To release your salary account and joining kit, reply with Aadhaar, PAN, Netbanking credentials and OTP.",Classification: Fake. Red Flags: Suspicious request for personal financial information; Urgent hiring pressure; No proper verification process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Notification: Application Update on Data Engineering Master Program. Guaranteed placement support with 15 LPA CTC. Course enrollment fee: ₹91,000 + taxes. Click to talk to our career counsellor and claim scholarship: https://link.internshala.com/v1/emailclick?q=eOFsDgg3oMLFoSxC3h.",Classification: Fake. Red Flags: Expensive commercial course disguised as job application update; Exaggerated salary promises.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Update: You've a new update on Full Stack Development classroom program. Hello Candidate, Give your Full Stack skills the hands-on experience they need. With classroom training program, get placement application support & 3-year access to the career portal. Earn certificates from top corporate partners. Course fee: Starting from ₹75,000. Merit-based scholarship available for eligible students. Ready to kick-start your journey? Talk to a counsellor at flipkart-hiring2024.site.",Classification: Fake. Red Flags: Expensive paid course upselling disguised as career notification; Deceptive marketing funnel; Aggressive tele-counsellor lead capture.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Skyline Infosec India is hiring a QA Automation Engineer in Surat. Required skills: RestAssured, CI/CD. Experience: 2-4 yrs. CTC: 5-10 LPA. Apply directly on our portal: https://boards.greenhouse.io/skylineinfosec.",Classification: Real. Red Flags: None. Reputable company and standard professional application process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Technical Support Engineer at Microsoft India. Freshers allowed. Official application URL provided.,Classification: Real. Red Flags: None. Credible listing.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Mega Walk-in interview at Zeta Analytics Pvt Ltd office (Building 5, Mindspace IT Park, Sector 25, Jaipur) for Graphic Designer & Brand Specialist. Exp: 1-4 yrs. Offered CTC: 4-7 LPA. Candidates must bring updated CV. No registration charges.",Classification: Real. Red Flags: None. The posting follows professional standards with an official domain-based portal link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Urgent opening for Software Associate at Blinkit in Bangalore. CTC: 7.5 LPA. Send your resume to zepto-hiring-desk@yahoo.com. Offer letter released within 24 hours without interview.,Classification: Fake. Red Flags: Unknown organization email; Suspicious organization domain; No interview required / guaranteed job offer.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Get Your FREE Session Now. Hey Candidate, Still wondering if mentorship is worth it? Claim your Free 1:1 Trial Session with a real industry expert. Career roadmap, resume feedback, and mock interview prep. Only a few trial slots are left — and they're going fast. Claim Your Free Trial Session Now at internshala-direct-apply.cc.",Classification: Fake. Red Flags: High pressure sales funnel; Fake scarcity ('slots going fast'); Lead generation marketing spam.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct opening: Full Stack Engineer (MERN) at Zeta Analytics Pvt Ltd (Mysore). Tech: MongoDB, React. Package: 5-10 LPA. Send your profile to recruitment@zetaanalytics.com or apply at https://careers.zetaanalytics.com/jobs.",Classification: Real. Red Flags: None. The posting outlines a standard recruitment process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Notification: Application Update on Data Engineering Master Program. Guaranteed placement support with 15 LPA CTC. Course enrollment fee: ₹1,20,000. Click to talk to our career counsellor and claim scholarship: wa.me/918765432109?text=StartWork.",Classification: Fake. Red Flags: Expensive commercial course disguised as job application update; Exaggerated salary promises.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Get Your FREE Session Now. Hey Candidate, Still wondering if mentorship is worth it? Claim your Free 1:1 Trial Session with a real industry expert. Career roadmap, resume feedback, and mock interview prep. Only a few trial slots are left — and they're going fast. Claim Your Free Trial Session Now at reliance-jio-hiring.in/apply.",Classification: Fake. Red Flags: High pressure sales funnel; Fake scarcity ('slots going fast'); Lead generation marketing spam.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Simple MS Word typing job from home. Earn 15 LPA. No qualifications needed, 10th pass eligible. Immediate joining without any interview. Apply at https://skillinfytech.com/#apply-now.",Classification: Fake. Red Flags: Unrealistically high salary; No interview required; Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Work from home Back Office Executive. Salary 60k monthly. Pay ₹350 for medical fitness checkup deposit to confirm your joining. Contact HR on WhatsApp.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; High pressure to initiate via private communication channel."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Full-time Java Spring Boot Developer opening at OmniCloud Innovations (Mysore / Hybrid). Exp: 2-5 yrs. Tech: Microservices, Spring Boot. Salary: 7-13 LPA. Apply via our official careers board: https://jobs.lever.co/omnicloud.","Classification: Real. Red Flags: None. The post is professional, specifies stipend/salary range, and uses legitimate procedures."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: MAANG Bootcamp @ Lowest Price. Final Call: Extra 70% OFF Coupon CAREER40. Hi Candidate, this is your last chance to grab the DSA + System Design + AI Bootcamp at the lowest price it will ever be. FINAL HOURS: Biggest Discount We've Ever Offered. Use Code: CAREER40. Offer Ends @ 11:59 PM. Secure Your Seat Now at flipkart-hiring2024.site. 120+ Hours Live Sessions, FAANG Mock Interviews, Job Assistance & Profile Optimization. Once this window closes, the price goes back up.",Classification: Fake. Red Flags: Aggressive marketing spam disguised as career opportunity; Fake urgency / countdown timer pressure; Exaggerated job placement guarantees.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Accountant, ICICI Bank, Mumbai Branch. Please apply at official recruitment site.",Classification: Real. Red Flags: None.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",We are hiring tutors for online classes. Pay structure 200/hr. Apply via portal.,Classification: Real. Red Flags: None. Standard and professional tutoring role.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct Walk-in Interview for Java Spring Boot Developer at NexGen Mobility Solutions, Bengaluru. Office Address: Building 1, Mindspace IT Park, Sector 19, Bengaluru. Timing: 10:00 AM onwards. Standard HR and managerial evaluation rounds.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",[Update] Congratulations! Your application for Campus Ambassador Lead has been approved. Lead promotional drives in your college to unlock goodies and completion certificate. Click here to confirm: t.me/PartTime_Earnings_India.,Classification: Fake. Red Flags: Unsolicited role assignment; Unpaid promotional labor disguised as prestigious campus leadership.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Internship Offer: 4-Weeks Virtual Web Development Internship at CodeCraft Edutech. Zero tuition fee. Mandatory Digital ID card generation charge: ₹499 only. Certified under MSME & AICTE norms. Complete tasks to get Offer Letter & Letter of Recommendation. Pay ₹499 at amazon-jobs-india.xyz/apply to generate ID badge.,Classification: Fake. Red Flags: Asks for ID card / platform access fee; Deceptive unpaid virtual internship; False regulatory accreditation.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Final Hours: 60% OFF Full Stack Job Guarantee Bootcamp! Use coupon CODE: DISCOUNT60 before 11:59 PM tonight. Guaranteed interview calls at top product companies. Secure your seat at forms.gle/9xJ82kLaPqZ81 before price increases.,Classification: Fake. Red Flags: Commercial course marketing spam; Unrealistic job placement claims; High pressure sales urgency.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Selected for 4-Weeks Data Science Internship at ProSkills Tech Solutions! There is NO training fee. However, candidates must pay a nominal access & verification fee of ₹299 for LMS server access and digital certificate issuance. Pay via UPI to activate your dashboard at indigo-airport-jobs.org/apply-form.",Classification: Fake. Red Flags: Asks for platform access fee; Hidden onboarding charges; Suspicious registration link.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Digital Marketing Intern at SimpliLogix Solutions (Ahmedabad / Remote). Requirements: SEO research, Canva, social media scheduling, campaign tracking. Duration: 3 months. Stipend: INR 8,000 - 15,000 /month. Apply on Internshala or via https://simplilogix.keka.com/careers.",Classification: Real. Red Flags: None. Formal application process described.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Update: You've a new update on Full Stack Development classroom program. Hello Candidate, Give your Full Stack skills the hands-on experience they need. With classroom training program, get placement application support & 3-year access to the career portal. Earn certificates from top corporate partners. Course fee: Starting from ₹65,000 + GST. Merit-based scholarship available for eligible students. Ready to kick-start your journey? Talk to a counsellor at tcs-careers-portal.in/register.",Classification: Fake. Red Flags: Expensive paid course upselling disguised as career notification; Deceptive marketing funnel; Aggressive tele-counsellor lead capture.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Simple MS Word typing job from home. Earn 75,000 per month. No qualifications needed, 10th pass eligible. Immediate joining without any interview. Apply at forms.gle/9xJ82kLaPqZ81.",Classification: Fake. Red Flags: Unrealistically high salary; No interview required; Unrealistically high promise for low skill requirement.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct Walk-in Interview for Supply Chain Operations Executive at Aegis Healthtech India, Bhubaneswar. Office Address: Building 2, Mindspace IT Park, Sector 64, Bhubaneswar. Timing: 10:00 AM onwards. Standard HR and managerial evaluation rounds.","Classification: Real. Red Flags: None. The organization is a typical corporate structure, and the communication follows standard hiring patterns."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Supply Chain Operations Executive opening at Skyline Infosec India (Jaipur). Candidate must have 1-3 yrs experience. Offered salary: 4-6.5 LPA. Register your application at https://boards.greenhouse.io/skylineinfosec.,"Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Mobile Developer (React Native) required for NovaFin Services India located in Nagpur. Must have hands-on experience in Firebase, TypeScript. Selection includes technical round + HR discussion. Apply via https://novafin.in/careers.","Classification: Real. Red Flags: None. The post is professional, specifies stipend/salary range, and uses legitimate procedures."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: Update: You've a new update on Full Stack Development classroom program. Hello Candidate, Give your Full Stack skills the hands-on experience they need. With classroom training program, get placement application support & 3-year access to the career portal. Earn certificates from top corporate partners. Course fee: Starting from ₹91,000 + taxes. Merit-based scholarship available for eligible students. Ready to kick-start your journey? Talk to a counsellor at t.me/PartTime_Earnings_India.",Classification: Fake. Red Flags: Expensive paid course upselling disguised as career notification; Deceptive marketing funnel; Aggressive tele-counsellor lead capture.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: MAANG Bootcamp @ Lowest Price. Final Call: Extra 50% OFF Coupon CAREER40. Hi Candidate, this is your last chance to grab the DSA + System Design + AI Bootcamp at the lowest price it will ever be. FINAL HOURS: Biggest Discount We've Ever Offered. Use Code: CAREER40. Offer Ends @ 11:59 PM. Secure Your Seat Now at https://link.internshala.com/v1/emailclick?q=eOFsDgg3oMLFoSxC3h. 120+ Hours Live Sessions, FAANG Mock Interviews, Job Assistance & Profile Optimization. Once this window closes, the price goes back up.",Classification: Fake. Red Flags: Aggressive marketing spam disguised as career opportunity; Fake urgency / countdown timer pressure; Exaggerated job placement guarantees.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Internship Offer: 4-Weeks Virtual Web Development Internship at NextGen Infotech Pvt Ltd. Zero tuition fee. Mandatory Digital ID card generation charge: ₹89 only. Certified under MSME & AICTE norms. Complete tasks to get Offer Letter & Letter of Recommendation. Pay ₹89 at hdfc-careers-desk.online/login to generate ID badge.,Classification: Fake. Red Flags: Asks for ID card / platform access fee; Deceptive unpaid virtual internship; False regulatory accreditation.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Urgently hiring Graphic Designer & Brand Specialist for InnoWave Software Labs in Mumbai. Role covers Adobe Photoshop, Illustrator, motion graphics, branding guidelines, social creatives. CTC: 4-7 LPA. Please send your updated resume to careers@innowavesoftware.com.",Classification: Real. Red Flags: None. Uses official career portal.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Noida. Salary 32,000/month. Pay ₹1100 for online application form at https://propeers.in/bootcamps/software-developer-bootcamp.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct opening: Mobile Developer (React Native) at BlueDot Logistics India (Gurugram). Tech: Redux, TypeScript. Package: 7-14 LPA. Send your profile to recruitment@bluedotlogistics.in or apply at https://bluedotlogistics.in/careers.","Classification: Real. Red Flags: None. The criteria for candidates are logical, and the stipend is realistic for an internship."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Content Strategist / Copywriter opening at FinEdge Capital Advisors (Gurugram). Candidate must have 1-3 yrs experience. Offered salary: 4-7 LPA. Register your application at https://careers.finedgecapital.com.,"Classification: Real. Red Flags: None. The post is professional, specifies stipend/salary range, and uses legitimate procedures."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.",Job Posting: Get rich by working just 2 hours a day for us. Guaranteed returns. Send 5k deposit now.,"Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Unrealistically high salary for role type; No interview required."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Subject: MAANG Bootcamp @ Lowest Price. Final Call: Extra 60% OFF Coupon MAANG. Hi Candidate, this is your last chance to grab the DSA + System Design + AI Bootcamp at the lowest price it will ever be. FINAL HOURS: Biggest Discount We've Ever Offered. Use Code: MAANG. Offer Ends @ 11:59 PM. Secure Your Seat Now at https://link.internshala.com/v1/emailclick?q=eOFsDgg3oMLFoSxC3h. 120+ Hours Live Sessions, FAANG Mock Interviews, Job Assistance & Profile Optimization. Once this window closes, the price goes back up.",Classification: Fake. Red Flags: Aggressive marketing spam disguised as career opportunity; Fake urgency / countdown timer pressure; Exaggerated job placement guarantees.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Direct recruitment under Digital India project for Gramin Data Operator in Bhubaneswar. Salary 32,000/month. Pay ₹750 for online application form at t.me/PartTime_Earnings_India.","Classification: Fake. Red Flags: Asks for registration fee, security deposit, or any payment; Suspicious, non-official registration link; False government affiliation."
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Hiring Cloud Solutions Architect @ Skyline Infosec India. Location: Trivandrum. Tech stack: AWS / Azure, Cost Optimization, System Design. Package: 25-40 LPA. Interested candidates can submit resumes to careers@skylineinfosec.com.",Classification: Real. Red Flags: None. Reputable company and standard professional application process.
"You are a Fake Job Detection AI trained on Indian job postings from platforms like LinkedIn, Naukri, Internshala, Indeed, and direct applications.","Job Posting: Open position for Backend Engineer (Go) at Zeta Analytics Pvt Ltd (Bangalore / Hybrid). Min 3-6 yrs experience with Kubernetes, Microservices, Golang. Competitive salary (14-24 LPA). Send CV or apply at https://careers.zetaanalytics.com/jobs.","Classification: Real. Red Flags: None. The post is professional, specifies stipend/salary range, and uses legitimate procedures."
